Price,Miles,Trim,Year,Vin
37500,28600,Unspecified,2014,5YJSA1H17EFP52263
33482,87694,Unspecified,2014,5YJSA1H12EFP45947
48991,36381,Unspecified,2014,5YJSA1H1XEFP32346
39995,44143,Unspecified,2015,5YJSA1S11FFP69702
31995,53237,Unspecified,2013,5YJSA1CG5DFP15464
32800,62315,Unspecified,2013,5YJSA1CG0DFP14092
55950,6459,Unspecified,2018,5YJSA1E2XJF246109
39900,26512,Unspecified,2015,5YJSA1E26FF109109
39898,71671,Unspecified,2014,5YJSA1H1XEFP50555
38998,62957,Unspecified,2014,5YJSA1H12EFP29425
31990,53245,Unspecified,2013,5YJSA1DN5DFP04364
48998,53359,Unspecified,2016,5YJSA1E28GF129220
26950,98312,Unspecified,2013,5YJSA1AG3DFP08418
30995,94005,Unspecified,2013,5YJSA1DN1DFP06306
39995,48723,Unspecified,2014,5YJSA1S18EFP38297
33995,72373,Unspecified,2013,5YJSA1CG5DFP21930
29980,104541,Unspecified,2012,5YJSA1CN3CFP02905
35999,63583,Unspecified,2013,5YJSA1CN5DFP12773
36200,74181,Unspecified,2013,5YJSA1CN4DFP27099
35987,49547,Unspecified,2013,5YJSA1AG3DFP12940
47980,24900,Unspecified,2014,5YJSA1H16EFP38581
39999,45379,Unspecified,2014,5YJSA1H14EFP50373
48495,68454,Unspecified,2016,5YJSA1E27GF130620
42488,41161,Unspecified,2014,5YJSA1H12EFP42157
42997,42741,Unspecified,2014,5YJSA1H18EFP52160
32990,106352,Unspecified,2013,5YJSA1AG0DFP07596
35999,71495,Unspecified,2014,5YJSA1H17EFP57303
38454,46273,Unspecified,2013,5YJSA1DN1DFP15667
34999,75629,Unspecified,2013,5YJSA1CN7DFP22690
36900,64888,Unspecified,2014,5YJSA1H10EFP49382
23999,119218,Unspecified,2013,5YJSA1DN6DFP15602
44990,44326,Unspecified,2014,5YJSA1H13EFP42829
39995,47410,Unspecified,2014,5YJSA1H17EFP31753
45000,32995,Unspecified,2016,5YJSA1E2XGF133074
38977,50671,Unspecified,2014,5YJSA1H10EFP55621
41882,50134,Unspecified,2014,5YJSA1H15EFP40077
32999,86154,Unspecified,2014,5YJSA1H14EFP60871
57000,56905,Unspecified,2016,5YJSA1E48GF141952
36500,75960,Unspecified,2014,5YJSA1H10EFP30332
43385,37663,Unspecified,2014,5YJSA1H13EFP35881
