Price,Miles,Trim,Year,Vin,City,State,Link Status
37500,38154,Unspecified,2012,5YJSA1DN7CFP01626,Cary,NC,Working
36990,46682,Unspecified,2014,5YJSA1S15EFP36619,Birmingham,AL,Working
33999,69448,Unspecified,2013,5YJSA1CN9DFP21816,Birmingham,AL,Working
55786,61669,Unspecified,2015,5YJSA1E46FF109631,Roswell,GA,Working
56423,31177,Unspecified,2017,5YJSA1E25HF191708,Lynn,MA,Working
62603,57008,Unspecified,2017,5YJSA1E22HF204303,Dallas,TX,Working
39995,77471,Unspecified,2013,5YJSA1CG3DFP12160,Honolulu,HI,Working
34989,104100,Unspecified,2013,5YJSA1CN9DFP20309,Berkeley Lake,GA,Working
34950,59188,Unspecified,2013,5YJSA1CN7DFP24259,Norco,CA,Working
82444,10981,Unspecified,2019,5YJSA1E2XKF308027,Lawrenceburg,KY,Working
41995,78591,Unspecified,2015,5YJSA1E22FF115957,Willowbrook,IL,Working
33990,104325,Unspecified,2013,5YJSA1DGXDFP08752,Gladstone,OR,Working
42888,51535,Unspecified,2014,5YJSA1H15EFP51628,Gladstone,OR,Working
35977,88121,Unspecified,2014,5YJSA1H17EFP51002,Carrollton,TX,Working
52999,38216,Unspecified,2015,5YJSA1H21FFP77654,Fife,WA,Working
54895,26197,Unspecified,2017,5YJSA1E10HF223360,Arlington,VA,Working
32880,110998,Unspecified,2014,5YJSA1H12EFP34222,Fort Pierce,FL,Working
33391,79797,Unspecified,2013,5YJSA1CG1DFP11508,Houston,TX,Working
32990,68453,Unspecified,2013,5YJSA1CN6DFP04231,Tucson,AZ,Working
62989,45000,Unspecified,2017,5YJSA1E22HF189396,Cocoa,FL,Working
31995,87324,Unspecified,2014,5YJSA1H16EFP36183,Tucson,AZ,Working
25995,191853,Unspecified,2013,5YJSA1CN5DFP07363,Portland,OR,Working
36995,34102,Unspecified,2013,5YJSA1CN8DFP28353,Raleigh,NC,Working
29900,68527,Unspecified,2013,5YJSA1AG3DFP04675,N/A,N/A,Working
47988,49686,Unspecified,2017,5YJSA1E21HF204759,N/A,N/A,Working
39955,65365,Unspecified,2014,5YJSA1H10EFP37426,N/A,N/A,Working
69883,13992,Unspecified,2018,5YJSA1E23JF256707,N/A,N/A,Working
