Price,Miles,Trim,Year,Vin,City,State
57290,12997,Shelby-GT350,2016,1FA6P8JZ0G5524317,Coral Springs,FL
49991,51384,Shelby-GT350,2016,1FA6P8JZ9G5523456,Renton,WA
55800,11098,Shelby-GT350,2016,1FA6P8JZ5G5525186,Chesapeake,VA
49988,30879,Shelby-GT350,2016,1FA6P8JZ7G5524105,League City,TX
51981,14164,Shelby-GT350,2016,1FA6P8JZ6G5523334,Bismarck,ND
52980,35159,Shelby-GT350,2016,1FA6P8JZ5G5521722,Lakewood,CO
50090,15633,Shelby-GT350,2016,1FA6P8JZ8G5525392,Fort Wayne,IN
51950,14108,Shelby-GT350,2016,1FA6P8JZ2G5520124,Roswell,GA
56995,4930,Shelby-GT350,2017,1FA6P8JZ2H5522974,Bellevue,WA
56995,9754,Shelby-GT350,2016,1FA6P8JZ8G5522945,Sterling Heights,MI
61590,2667,Shelby-GT350,2016,1FA6P8JZ2G5524819,Englewood,CO
69000,3903,Shelby-GT350,2020,1FA6P8JZ0L5550202,BERLIN,CT
64603,3238,Shelby-GT350,2019,1FA6P8JZ7K5551121,Arden,NC
67420,3795,Shelby-GT350,2019,1FA6P8JZ3K5551228,Rocky Mount,VA
66000,14936,Shelby-GT350,2019,1FA6P8JZ2K5551589,Odessa,TX
60997,4877,Shelby-GT350,2017,1FA6P8JZ5H5524864,Fond Du Lac,WI
52998,28499,Shelby-GT350,2016,1FA6P8JZ2G5523153,ROSWELL,GA
63900,3984,Shelby-GT350,2019,1FA6P8JZ5K5552090,Fort Walton Beach,FL
66998,854,Shelby-GT350,2019,1FA6P8JZXK5553364,Westborough,MA
56989,943,Shelby-GT350,2016,1FA6P8JZ8G5522931,Memphis,TN
65973,6732,Shelby-GT350,2019,1FA6P8JZ9K5552206,Thomasville,GA
65775,6543,Shelby-GT350,2019,1FA6P8JZ7K5550535,IDAHO FALLS,ID
54550,5507,Shelby-GT350,2019,1FA6P8JZ4K5552372,Fort Wayne,IN
55991,14428,Shelby-GT350,2016,1FA6P8JZ4G5525146,Jacksonville,FL
51288,45667,Shelby-GT350,2016,1FA6P8JZXG5520131,Indianapolis,IN
62000,2131,Shelby-GT350,2017,1FA6P8JZ4H5524046,Fond Du Lac,WI
68000,3397,Shelby-GT350,2019,1FA6P8JZ1K5550708,Imlay City,MI
59990,9025,Shelby-GT350,2016,1FA6P8JZ6G5523897,Feasterville Trevose,PA
59998,13449,Shelby-GT350,2016,1FA6P8JZ1G5523631,Wilkes Barre,PA
57900,9528,Shelby-GT350,2017,1FA6P8JZ5H5527084,Saint Cloud,FL
55995,18580,Shelby-GT350,2016,1FA6P8JZ1G5520180,Fremont,NE
57995,20500,Shelby-GT350,2018,1FA6P8JZ5J5501056,Medway,MA
49991,51384,Shelby-GT350,2016,1FA6P8JZ9G5523456,Renton,WA
57998,2220,Shelby-GT350,2016,1FA6P8JZ5G5523292,Wichita,KS
68807,7052,Shelby-GT350,2020,1FA6P8JZ8L5550397,Louisville,KY
64000,1956,Shelby-GT350,2018,1FA6P8JZXJ5501750,Schenectady,NY
64851,7827,Shelby-GT350,2018,1FA6P8JZ7J5503682,Kirkland,WA
71924,6617,Shelby-GT350,2020,1FA6P8JZ9L5551056,Broken Arrow,OK
65870,11525,Shelby-GT350,2019,1FA6P8JZXK5550111,Buckner,KY
73000,3819,Shelby-GT350,2020,1FA6P8JZ4L5551126,Columbus,IN
65223,5600,Shelby-GT350,2018,1FA6P8JZ2J5503573,Humble,TX
57995,12572,Shelby-GT350,2016,1FA6P8JZ6G5522913,Monroe,NC
52995,43835,Shelby-GT350,2016,1FA6P8JZ4G5523865,Woodland,WA
65440,2442,Shelby-GT350,2018,1FA6P8JZ0J5500574,Minneapolis,MN
60592,11745,Shelby-GT350,2016,1FA6P8JZ9G5523618,Englewood,CO
58480,10008,Shelby-GT350,2016,1FA6P8JZ0G5521157,Englewood,CO
59995,3952,Shelby-GT350,2016,1FA6P8JZ9G5525255,Westfield,IN
55995,20420,Shelby-GT350,2016,1FA6P8JZ7G5520619,Gurnee,IL
63963,10146,Shelby-GT350,2019,1FA6P8JZ6K5551515,Huntley,IL
62403,332,Shelby-GT350,2017,1FA6P8JZ3H5522871,Arlington,WI
54777,30630,Shelby-GT350,2016,1FA6P8JZ8G5521973,Raynham,MA
63999,4619,Shelby-GT350,2018,1FA6P8JZ5J5502756,Madison,IN
61995,8854,Shelby-GT350,2017,1FA6P8JZXH5525525,Hopkins,MN
83000,510,Shelby-GT350,2017,1FATP8JZ9H5521419,Salem,OH
65990,5520,Shelby-GT350,2019,1FA6P8JZ0K5550733,Homestead,FL
58991,3866,Shelby-GT350,2016,1FA6P8JZ3G5521587,Alvin,TX
61000,1324,Shelby-GT350,2017,1FA6P8JZ7H5525224,Cherry Hill,NJ
54500,14420,Shelby-GT350,2016,1FA6P8JZ4G5523753,Salem,OR
65000,1449,Shelby-GT350,2019,1FA6P8JZ3K5551326,Hortonville,WI
57995,18675,Shelby-GT350,2017,1FA6P8JZ2H5522070,Medina,NY
78000,1401,Shelby-GT350,2018,1FA6P8JZ4J5503865,Bellevue,WA
59900,13928,Shelby-GT350,2016,1FA6P8JZ1G5524651,Lynnwood,WA
57991,31130,Shelby-GT350,2017,1FA6P8JZ4H5521793,Scottsdale,AZ
63981,10967,Shelby-GT350,2018,1FA6P8JZ5J5502661,Springfield,TN
56990,21708,Shelby-GT350,2017,1FA6P8JZ7H5525160,Carrollton,TX
59466,9810,Shelby-GT350,2016,1FA6P8JZ0G5525337,MARIETTA,GA
66996,9235,Shelby-GT350,2018,1FA6P8JZ3J5502187,ESCONDIDO,CA
63973,5188,Shelby-GT350,2016,1FA6P8JZXG5525961,Saint George,UT
56990,23472,Shelby-GT350,2016,1FA6P8JZ5G5522871,Sarasota,FL
62500,7130,Shelby-GT350,2016,1FA6P8JZ4G5522442,Princeton,NJ
63900,3432,Shelby-GT350,2018,1FA6P8JZ1J5503452,Naples,FL
62988,711,Shelby-GT350,2017,1FA6P8JZ6H5525540,Greensburg,PA
58900,6977,Shelby-GT350,2017,1FA6P8JZ6H5524467,Apopka,FL
56998,17049,Shelby-GT350,2017,1FA6P8JZ7H5527085,Wesley Chapel,FL
61526,6790,Shelby-GT350,2018,1FA6P8JZ4J5500836,Clearwater,FL
77000,587,Shelby-GT350,2020,1FA6P8JZ7L5552836,Auburn,WA
59995,8916,Shelby-GT350,2017,1FA6P8JZ0H5525338,Mesa,AZ
53990,10706,Shelby-GT350,2016,1FA6P8JZ6G5525424,Madison,TN
67990,1555,Shelby-GT350,2019,1FA6P8JZ3K5552959,Sarasota,FL
67995,4359,Shelby-GT350,2019,1FA6P8JZ7K5553421,Fort Myers,FL
58800,18619,Shelby-GT350,2017,1FA6P8JZ8H5523093,Plano,TX
54995,19321,Shelby-GT350,2017,1FA6P8JZ0H5524304,Fontana,CA
57979,1053,Shelby-GT350,2016,1FA6P8JZ9G5525272,Elmhurst,IL
75000,5546,Shelby-GT350,2018,1FA6P8JZ4J5503297,Palm Springs,CA
62900,10230,Shelby-GT350,2018,1FA6P8JZ9J5502193,Anaheim,CA
54981,13727,Shelby-GT350,2016,1FA6P8JZ9G5523781,Auburn,WA
64998,2150,Shelby-GT350,2016,1FA6P8JZ1G5521331,Stroudsburg,PA
69985,900,Shelby-GT350,2017,1FATP8JZ8H5521606,Kernersville,NC
64000,13499,Shelby-GT350,2018,1FA6P8JZ7J5502578,Vinita,OK
75000,3435,Shelby-GT350,2019,1FA6P8JZ1K5550501,Nashua,NH
63995,1935,Shelby-GT350,2017,1FA6P8JZ6H5522069,North Huntingdon,PA
74500,2754,Shelby-GT350,2020,1FA6P8JZ3L5550968,Redwood City,CA
58500,11027,Shelby-GT350,2016,1FA6P8JZ2G5522858,Woonsocket,RI
60000,9274,Shelby-GT350,2017,1FA6P8JZ4H5527075,Cherry Hill,NJ
65995,4055,Shelby-GT350,2018,1FA6P8JZXJ5500288,Silsbee,TX
68920,3094,Shelby-GT350,2018,1FA6P8JZ5J5503177,MARIETTA,GA
64292,5704,Shelby-GT350,2017,1FA6P8JZ4H5522328,Groveport,OH
